"","STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","PITCH","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","UPDATED","DATABASE_HISTORY"
"2919","37-0324","37-0324",1,"2015-06-22","R37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,1.4,18.67,1.3,0.33,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336698.06,4169908.48,3148.01,"","","","James Lutz","Tucker Furniss","","","","2015-12-14",""
"2920","37-0324","37-0324",6,"2020-07-14","R37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.4,18.67,1.3,0.41,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336698.06,4169908.48,3148.01,"","","","Soren Struckman","","","","","2020-11-02",""
"2921","37-0325","37-0325",1,"2015-06-22","R37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.08,16.68,0.3,0.04,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336715.74,4169906.49,3147.54,"","","","James Lutz","Tucker Furniss","","","","2015-12-14",""
"2922","37-0325","37-0325",6,"2020-07-14","R37","PILO",NA,2020,1,2,"A",NA,NA,NA,NA,NA,19.08,16.68,0.6,0.05,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336715.74,4169906.49,3147.54,"","","","Soren Struckman","","","","","2020-11-02",""
"2923","37-0326","37-0326",1,"2015-06-22","R37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.55,15.1,0.9,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336715.21,4169904.91,3146.66,"","","","James Lutz","Tucker Furniss","","","","2015-12-14",""
"2924","37-0326","37-0326",6,"2020-07-14","R37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.55,15.1,1,0.13,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336715.21,4169904.91,3146.66,"","","","Soren Struckman","","","","","2020-11-02",""
"2925","37-0327","37-0327",1,"2015-06-22","R37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.55,15.09,0.9,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336715.21,4169904.9,3146.66,"","","","James Lutz","Tucker Furniss","","","","2015-12-14",""
"2926","37-0327","37-0327",6,"2020-07-14","R37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.55,15.09,0.8,0.14,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336715.21,4169904.9,3146.66,"","","","Soren Struckman","","","","","2020-11-02",""
"2927","37-0342","37-0342",1,"2015-06-26","O37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,5.5,16.18,1.3,0.16,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.47,19.01,336702.14,4169846.05,3094.67,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2928","37-0342","37-0342",6,"2020-08-03","O37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.5,16.18,1.6,0.3,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.47,19.01,336702.14,4169846.05,3094.67,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2929","37-0365","37-0365",1,"2015-06-26","N37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.46,19.31,2.3,0.57,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.54,22.94,336712.1,4169829.2,3088.62,"","","2 leaders.","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2930","37-0365","37-0365",6,"2020-08-03","N37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,15.46,19.31,3.2,0.55,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.54,22.94,336712.1,4169829.2,3088.62,"","","Two leaders.","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2931","37-0367","37-0367",1,"2015-06-26","N37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.03,18.02,2.8,1.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.97,21.44,336711.67,4169827.91,3087,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2932","37-0367","37-0367",6,"2020-08-03","N37","PILO",1.1,2020,1,1,"A",NA,NA,NA,NA,NA,15.03,18.02,3.4,1.45,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.97,21.44,336711.67,4169827.91,3087,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2933","37-0368","37-0368",1,"2015-06-26","N37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.98,3.65,0.6,0.13,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.04,4.71,336711.62,4169813.54,3078.83,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2934","37-0368","37-0368",6,"2020-08-03","N37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.98,3.65,0.9,0.19,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.04,4.71,336711.62,4169813.54,3078.83,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2935","37-0369","37-0369",1,"2015-06-26","N37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.99,3.64,0.5,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.03,4.7,336711.63,4169813.53,3078.83,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2936","37-0369","37-0369",6,"2020-08-03","N37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.99,3.64,0.6,0.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.03,4.7,336711.63,4169813.53,3078.83,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2937","37-0375","37-0375",1,"2015-06-26","N37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.19,-0.34,3.8,1.27,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.84,0.06,336714.83,4169809.55,3077.79,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2938","37-0375","37-0375",6,"2020-08-03","N37","PILO",1.3,2020,1,1,"A",NA,NA,NA,NA,NA,18.19,-0.34,4.8,1.64,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.84,0.06,336714.83,4169809.55,3077.79,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2939","37-0383","37-0383",1,"2015-06-26","M37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,0.24,0.75,1.6,0.55,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.24,0.75,336696.9,4169790.64,3071.38,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2940","37-0383","37-0383",6,"2020-08-03","M37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.24,0.75,1.7,0.56,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.24,0.75,336696.9,4169790.64,3071.38,"","","","Soren Struckman","Lauren Walker","Caroline Kittle","","","2020-11-02",""
"2941","37-0402","37-0402",1,"2015-06-26","M37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.55,9.03,0.4,0.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.5,10.33,336716.21,4169798.92,3073.05,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2942","37-0402","37-0402",6,"2020-08-03","M37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.55,9.03,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.5,10.33,336716.21,4169798.92,3073.05,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2943","37-0403","37-0403",1,"2015-06-26","M37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.54,9.04,0.5,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.51,10.34,336716.2,4169798.93,3073.05,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2944","37-0403","37-0403",6,"2020-08-03","M37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.54,9.04,1,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.51,10.34,336716.2,4169798.93,3073.05,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2945","37-0407","37-0407",1,"2015-06-26","M37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.24,9.3,0.6,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.81,10.66,336707.9,4169799.19,3072.33,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2946","37-0407","37-0407",6,"2020-08-03","M37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.24,9.3,0.8,0.27,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.81,10.66,336707.9,4169799.19,3072.33,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2947","37-0408","37-0408",1,"2015-06-26","M37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.25,9.3,0.6,0.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.8,10.66,336707.91,4169799.19,3072.33,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2948","37-0408","37-0408",6,"2020-08-03","M37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.25,9.3,0.6,0.16,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.8,10.66,336707.91,4169799.19,3072.33,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2949","37-0409","37-0409",1,"2015-06-26","M37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.13,11.53,0.2,0.14,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.91,13.09,336709.79,4169801.42,3073.07,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2950","37-0409","37-0409",6,"2020-08-03","M37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.13,11.53,0.4,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.91,13.09,336709.79,4169801.42,3073.07,"","","Under CWD.","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2951","37-0410","37-0410",1,"2015-06-26","M37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.86,7.31,0.7,0.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.2,8.45,336716.52,4169797.2,3072.61,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2952","37-0410","37-0410",6,"2020-08-03","M37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.86,7.31,0.7,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.2,8.45,336716.52,4169797.2,3072.61,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2953","37-0420","37-0420",1,"2015-06-27","L37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,0.62,19.13,2.4,1.29,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.73,19.44,336697.4,4169789.05,3071.45,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2954","37-0420","37-0420",6,"2020-08-03","L37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.62,19.13,2.4,1.34,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.73,19.44,336697.4,4169789.05,3071.45,"","","","Soren Struckman","Lauren Walker","Caroline Kittle","","","2020-11-02",""
"2955","37-0421","37-0421",1,"2015-06-27","L37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,5.09,18.36,2.1,1.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.2,18.63,336701.87,4169788.28,3071.23,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2956","37-0421","37-0421",6,"2020-08-03","L37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.09,18.36,2.4,1.38,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.2,18.63,336701.87,4169788.28,3071.23,"","","","Soren Struckman","Lauren Walker","Caroline Kittle","","","2020-11-02",""
"2957","37-0430","37-0430",1,"2015-06-27","L37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.37,11.47,0.7,0.14,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.55,12.36,336712.15,4169781.39,3068.84,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2958","37-0430","37-0430",6,"2020-08-03","L37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,15.37,11.47,0.8,0.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.55,12.36,336712.15,4169781.39,3068.84,"","","","Soren Struckman","Lauren Walker","Caroline Kittle","","","2020-11-02",""
"2959","37-0435","37-0435",1,"2015-06-27","L37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.01,8.42,3.5,1.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.89,9.22,336714.79,4169778.34,3067.78,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2960","37-0435","37-0435",6,"2020-08-03","L37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.01,8.42,4.1,1.39,NA,NA,NA,NA,NA,20,20,"",NA,"West","W",1.89,9.22,336714.79,4169778.34,3067.78,"","","","Soren Struckman","Lauren Walker","Caroline Kittle","","","2020-11-02",""
"2961","37-0442","37-0442",1,"2015-06-27","L37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.84,0.2,0.6,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4,0.7,336712.62,4169770.12,3065.7,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2962","37-0442","37-0442",6,"2020-08-03","L37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,15.84,0.2,0.7,0.24,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4,0.7,336712.62,4169770.12,3065.7,"","","","Soren Struckman","Lauren Walker","Caroline Kittle","","","2020-11-02",""
"2963","37-0443","37-0443",1,"2015-06-27","L37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.83,0.2,0.6,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.01,0.7,336712.61,4169770.12,3065.7,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2964","37-0443","37-0443",6,"2020-08-03","L37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,15.83,0.2,0.8,0.23,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.01,0.7,336712.61,4169770.12,3065.7,"","","","Soren Struckman","Lauren Walker","Caroline Kittle","","","2020-11-02",""
"2965","37-0444","37-0444",1,"2015-06-27","L37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.38,-0.14,1,0.27,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.46,0.35,336713.16,4169769.78,3065.38,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2966","37-0444","37-0444",6,"2020-08-03","L37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.38,-0.14,1.5,0.4,NA,NA,NA,NA,NA,NA,NA,"Aphid20",NA,"West","W",3.46,0.35,336713.16,4169769.78,3065.38,"","","","Soren Struckman","Lauren Walker","Caroline Kittle","","","2020-11-02",""
"2967","37-0447","37-0447",1,"2015-06-26","M37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.65,1.84,2.1,1.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.43,2.49,336713.31,4169791.73,3070.35,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2968","37-0447","37-0447",6,"2020-08-03","M37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.65,1.84,2.3,1.26,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.43,2.49,336713.31,4169791.73,3070.35,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2969","37-0452","37-0452",1,"2015-06-27","K37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,0.34,7.27,1.4,0.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.32,7.69,336697.06,4169757.06,3062.46,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2970","37-0452","37-0452",6,"2020-07-29","K37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.34,7.27,1.4,0.35,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.32,7.69,336697.06,4169757.06,3062.46,"","","","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2971","37-0453","37-0453",1,"2015-06-27","K37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,0.31,9.66,0.1,0.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.28,10.22,336697.03,4169759.45,3063.38,"","","On south side of rock.","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2972","37-0453","37-0453",6,"2020-07-29","K37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.31,9.66,0.4,0.09,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.28,10.22,336697.03,4169759.45,3063.38,"","","On south side of rock.","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2973","37-0459","37-0459",1,"2015-06-26","M37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.84,2.08,0.4,0.16,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.24,15.73,336700.5,4169791.97,3072.92,"Remapped in 2016, again in 2018.","","2018: Remap this tree. Remapped incorrectly in both 2016 and 2017. Double check your data. Tagged Out of order.","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2974","37-0459","37-0459",6,"2020-08-03","M37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.84,2.08,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.24,15.73,336700.5,4169791.97,3072.92,"Remapped in 2016, again in 2018.","","Out of order.","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"2975","37-0469","37-0469",1,"2015-06-27","K37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.15,8.11,1.3,0.37,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.75,8.79,336715.87,4169757.9,3060.76,"","","","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2976","37-0469","37-0469",6,"2020-07-29","K37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.15,8.11,1.4,0.47,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.75,8.79,336715.87,4169757.9,3060.76,"","","","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2977","37-0499","37-0499",1,"2015-06-27","J37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.66,7.14,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.33,7.8,336706.33,4169736.97,3057.67,"","","","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2978","37-0500","37-0500",1,"2015-06-27","J37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.65,7.15,0.3,0.09,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.34,7.81,336706.32,4169736.98,3057.67,"","","","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2979","37-0501","37-0501",1,"2015-06-27","L37","PILO",NA,2015,68,1,"A",2016,NA,NA,0.06,NA,1.58,19.54,0.3,0.06,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.7,19.85,336698.36,4169789.46,3071.38,"","","Tag and seedling collected in 2016","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2980","37-0502","37-0502",1,"2015-06-27","L37","PILO",NA,2015,68,1,"A",2017,NA,NA,NA,NA,1.19,19.74,0.3,0.06,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.31,20.06,336697.97,4169789.66,3071.38,"","","Tagged Out of order.","Erika Blomdahl","Joseph Cooper","Aspen Ward","","","2015-12-14",""
"2981","37-0506","37-0506",1,"2015-06-27","J37","PILO",NA,2015,6,1,"A",2020,NA,NA,NA,NA,14.99,1.88,1.1,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.02,2.37,336711.66,4169731.71,3055.57,"","","","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2982","37-0506","37-0506",6,"2020-07-29","J37","PILO",NA,2020,6,NA,"D",2020,NA,1,0.1,0,14.99,1.88,0.9,0.19,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.02,2.37,336711.66,4169731.71,3055.57,"","","","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2983","37-0512","37-0512",1,"2015-06-27","J37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.82,-0.06,1,0.35,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.2,0.37,336713.49,4169729.77,3054.63,"","","","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2984","37-0513","37-0513",1,"2015-06-27","J37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.6,-1.93,0.4,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",7.43,-1.54,336709.27,4169727.9,3054.71,"","","","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2985","37-0513","37-0513",6,"2020-07-29","J37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.6,-1.93,0.5,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",7.43,-1.54,336709.27,4169727.9,3054.71,"","","","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2986","37-0521","37-0521",1,"2015-06-27","I37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.6,9.9,0.5,0.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.61,10.12,336706.3,4169719.78,3053.41,"","","on boulder","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2987","37-0521","37-0521",6,"2020-07-29","I37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.6,9.9,0.6,0.09,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.61,10.12,336706.3,4169719.78,3053.41,"","","On boulder","Sara Germain","","","","","2020-11-02",""
"2988","37-0523","37-0523",1,"2015-06-27","I37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,7.58,11.13,5.8,0.7,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.6,11.38,336704.28,4169721.01,3053.94,"","","on boulder","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2989","37-0523","37-0523",6,"2020-07-29","I37","PILO",NA,2020,1,2,"A",NA,NA,NA,NA,NA,7.58,11.13,5.8,1.2,NA,NA,NA,NA,NA,20,NA,"",NA,"East","W",7.6,11.38,336704.28,4169721.01,3053.94,"","","On boulder. Strip bark.","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2990","37-0526","37-0526",1,"2015-06-27","I37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,1.64,15.04,1.7,0.41,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.66,15.39,336698.34,4169724.92,3055.37,"","","Growing in CWD.","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2991","37-0526","37-0526",6,"2020-07-29","I37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.64,15.04,1.7,0.41,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.66,15.39,336698.34,4169724.92,3055.37,"","","Growing in CWD.","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2992","37-0529","37-0529",1,"2015-06-27","I37","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.93,15.65,1.7,0.36,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.06,16.84,336712.63,4169725.53,3053.68,"","","","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2993","37-0529","37-0529",6,"2020-07-29","I37","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,15.93,15.65,1.9,0.46,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.06,16.84,336712.63,4169725.53,3053.68,"","","","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2994","37-0536","37-0536",1,"2015-06-27","I37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.92,11.95,1,0.23,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.07,12.97,336716.62,4169721.83,3051.79,"","","","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2995","37-0536","37-0536",6,"2020-07-29","I37","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.92,11.95,1,0.26,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.07,12.97,336716.62,4169721.83,3051.79,"","","","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2996","37-0537","37-0537",1,"2015-06-27","I37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,17.07,10.67,3.7,0.65,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",2.92,11.63,336713.77,4169720.55,3052.22,"","","growing on E side of boulder","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
"2997","37-0537","37-0537",6,"2020-07-29","I37","PILO",NA,2020,1,2,"A",NA,NA,NA,NA,NA,17.07,10.67,3.8,0.93,NA,NA,NA,NA,NA,20,NA,"",NA,"West","W",2.92,11.63,336713.77,4169720.55,3052.22,"","","Growing on E side of boulder","Tucker Furniss","Sara Germain","","","","2020-11-02",""
"2998","37-0538","37-0538",1,"2015-06-27","I37","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.73,9.32,0.9,0.22,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.26,10.22,336713.43,4169719.2,3051.97,"","","growing on S side of boulder","Aspen Ward","Joseph Cooper","Erika Blomdahl","","","2015-12-14",""
